1_30A1A_M,2_30A1B_M,3_30A1C_M,4_30A2A_M,5_30A2B_M,6_30A2C_M,7_9A1C_F,8_9A2A_F,9_9A2B_F,10_9A2C_F,11_9A2D_F,12_9A2E_F,13_GF_27F2,14_GF_27F3,15_GF_27F4,16_GF_27F5,17_GF_27F6,18_GF_27F7,19_GF_27M1,20_GF_27M2,21_GF_27M5,22_GF_27M7,23_GF_27M8,24_GF_27M9
23554765.89,27538569.35,24773474.59,21445974.85,21564938.58,22275562.85,15755394.12,22132891.82,19589640.71,19796475.43,18282792.62,24587524.2,25896642.25,22034179.99,24230426.08,20544982.22,20963664.61,22945220.94,19361216.68,22464602.27,24636654.11,22665115.12,24800049.8,23544218.74
3868548.528,2198419.647,2284027.451,3356518.992,3325305.125,3292424.631,4396274.047,3408344.485,3897103.567,3728674.524,3437780.313,3416121.81,2752499.601,3051470.384,3107394.341,3213381.119,2584832.445,2961515.958,4024810.407,3158663.593,2927193.974,3905482.669,3416940.901,3012044.705
579440.9151,143035.8547,662836.8599,559135.4094,515930.3922,652384.1364,143585.6288,757203.3518,275818.9411,1157250.728,670974.5815,561143.5043,1208528.428,973688.1273,740130.1717,1465829.682,803409.1221,746037.6227,768801.5901,607520.9079,633928.1773,577802.7274,670887.7154,688736.6364
29335.70621,22938.3328,28439.51926,40762.20922,23950.39803,63810.89049,19292.47588,39345.08832,0,12114.59885,0,11657.71832,2108288.039,938111.3958,1355267.709,593367.6533,952956.2883,912394.1816,1296711.792,1490534.417,1926938.398,1582596.093,1114405.7,1616626.372
65383.49928,554902.8276,7369848.821,2388537.934,1145301.325,1071677.033,124944.5795,352238.6058,711902.5298,0,52763.91892,1041611.152,2738452.414,345368.8451,713025.6459,497351.1174,10839.36424,0,235640.5371,3808032.704,143779.6575,255486.0769,1121566.962,505439.6705
3568948.229,4337246.396,4767300.687,3803093.033,3669892.801,3206871.086,4395727.247,2386158.498,3826597.668,3820912.558,3548839.526,2515616.083,4991832.925,4792019.645,3382506.775,3775978.719,4067662.224,4616387.031,4063514.457,4166786.497,3668352.646,4230463.489,3397077.102,4335308.825
1086488.029,648587.4468,616977.6087,982432.1481,819006.4076,764470.59,1229423.729,488311.417,1163994.96,1086851.04,928593.4723,853093.7787,502421.9651,1009120.555,833077.7548,918723.2395,929352.6486,931392.9468,1053075.878,748741.0919,774945.6937,948385.1988,828207.0626,826142.1113
14764432.1,11919291.13,5906861.956,10117513.41,9968497.171,4858795.699,8480536.635,13809549.39,16510285.67,62078416.34,12877439.03,6731289.656,10209528.5,5273682.47,6362419.783,4014483.707,9033768.282,6599360.159,7277668.942,8499586.531,8223844.933,7438991.723,6341692.046,4960445.756
293097.989,403098.4467,410203.0582,164525.8992,66694.89239,316398.3072,722058.2775,567116.9807,372234.9825,219857.4396,365917.2295,580366.5398,0,13442.81764,0,0,7690.801664,7960.956801,8183.838818,0,0,0,6686.72442,0
216175.5372,225335.521,246255.7596,148825.3792,167838.8832,164005.5825,230014.9345,100927.1443,115569.6962,93846.45004,99455.20873,110531.1883,181875.3772,290006.3944,352055.0138,377785.1311,309294.4171,339849.4815,270858.0097,463200.5069,268195.5025,364028.5642,254989.4505,195981.4586
89702.79519,57183.31729,112379.2996,143737.7503,59622.98511,96019.97296,99684.70375,36732.26147,108413.1067,95707.89187,98140.0418,104702.3605,160519.8616,201521.0153,160979.8848,310317.6281,201292.7868,241215.555,261258.501,200670.6893,205079.4904,226304.5034,168163.4495,247250.5862
130678.7054,336672.0715,175734.5139,233911.1893,145070.0005,158196.5548,97121.45967,197291.758,99647.31871,358093.6746,146908.5749,117785.7105,1227898.122,1866853.902,1787461.478,1393656.877,888647.5958,958752.9675,1958367.966,2298249.473,2977149.175,2712607.572,1469476.693,3312958.212
298663.6926,379849.3227,459834.0067,177416.2578,293155.417,358553.4289,1185702.031,2318429.997,1328941.832,839698.4868,2390932.564,1660229.573,913531.6509,1063365.563,920188.9641,1179085.033,1036180.277,1103844.7,1042448.091,1436512.675,1007596.161,1134326.676,1404197.384,2259434.162
297755.161,181071.1418,492458.6565,247553.4321,53653.80211,359626.1231,569048.7385,318446.2031,423292.9765,99613.08974,214813.3544,514143.2857,46244.00819,21471.75488,0,0,0,0,471887.6508,581627.5515,461083.688,329802.1581,310293.335,328005.3979
290951.2127,871663.2873,1768026.713,247215.0363,240290.0971,297352.7815,195386.5096,212283.5539,124485.4985,242266.2953,129970.0179,179624.689,298171.2331,440049.3174,229911.4533,176308.4778,205609.5549,115385.0751,409616.6019,1567244.064,398880.0595,341758.0633,334423.1339,659170.1137
5744650.397,16679695.94,17034849.17,5746673.576,4780226.064,8035941.158,5284121.824,4688322.04,2404144.589,1332543.179,1984596.113,4414189.965,9922416.354,16531504.84,10716213.08,15067806.82,12432556.94,12707044.48,15554211.08,33605246.94,13828948.37,13093273.7,15276276.99,14225455.8
2184088.359,3497621.056,4138678.037,1375677.25,4606752.332,3104573.08,2969925.408,5196099.229,3103535.976,1410499.283,1694717.855,3246340.986,1968258.617,4776479.9,4730983.939,3403801.197,3940097.066,3667573.097,5203383.684,6393869.633,4798663.393,10780438.92,9970337.33,4940873.503
363470.0448,297156.0424,189935.0402,216342.5855,216047.4118,246378.5151,624854.1806,816358.199,549443.2774,2502312.943,599646.1182,1151849.224,4512083.189,1150291.926,974699.1769,1221783.094,1271721.881,1514497.932,825599.5918,842281.5923,896274.4421,783610.5412,759078.4518,792471.6395
38543362.86,347642.5773,3476305.247,18719214.58,17671634.64,9128133.521,12262615.65,1983727.371,2950253.193,29537081.52,2271477.208,6874381.204,1930278.531,1628496.823,3945801.238,24753818.74,2616193.272,4676922.081,8835294.372,2406061.223,7167087.614,21307360.02,19893094.88,1636944.481
16605365.98,1081789.219,2899216.716,9550207.71,13129029.92,5626304.498,4996329.788,5859129.307,4233638.324,10575944.87,3543727.517,7691565.037,9516504.713,2107801.723,9340300.253,10507346.53,11292398.9,6632334.064,2919994.276,10201305.57,7930629.123,12814177.62,11794212.57,8830258.853
9028585.135,2298320.951,1703762.112,4359521.597,6831036.41,3910953.731,2908775.861,6699453.702,2435469.297,6484143.797,4116002.498,5288370.954,1999637.096,1686906.561,7576563.93,6797679.237,4533917.581,5615637.774,1020621.782,1896351.664,4629785.333,5909719.425,5354065.923,2885792.339
32972829.78,22022831.53,16999029.86,14207207.16,11499867.87,14640567.48,13770362.43,37621716.72,22155641.49,22067339.58,20827927.54,20142993.05,45430063.57,50135318.99,36214820.64,49235512.04,83556102.66,76314970.69,13014199.24,11940584.83,9880511,7122729.993,4696417.314,30024471.73
1050035.293,1165943.749,1065481.408,909795.433,978004.9496,919191.6119,693584.9634,1023702.467,750744.5227,894589.5203,725453.4268,1017785.695,1118426.63,852400.0429,1039571.763,825258.9517,963226.0058,988836.9212,777199.4621,907348.0422,1033057.311,1025805.37,1075743.899,1007185.723
1992587.372,2929402.134,2604814.9,2413905.797,2315836.354,2028123.843,2501436.668,3193801.365,2823299.414,1919781.685,3142486.189,2512446.34,1587290.057,1900744.254,2334939.433,2202715.806,1760754.858,1764273.374,1924572.038,2421388.516,2078796.282,2190107.938,2281862.3,2050766.696
376854.1407,605980.455,356866.8239,631878.5098,639003.2671,543879.1925,657967.4079,575985.0858,473251.6573,234240.8063,573360.2533,652794.6656,124081.4182,587610.0425,397912.0157,350158.2527,527426.1275,197534.0004,445061.8872,525303.658,385172.5836,486379.9353,689743.1706,382567.4138
1128777.6,1167935.763,734842.7259,700717.8225,533413.7187,2015580.789,912154.3047,741634.2636,1002559.405,1890206.984,727252.055,543456.5422,1049104.712,995414.7608,1821021.531,1282765.846,1008550.976,1637909.992,2791361.833,2056343.394,1718621.094,2300995.84,2821946.333,2812212.644
6690111.134,9757115.161,7439399.864,6955613.243,7055375.846,874064.3492,3036059.121,12350753.31,16600557.17,12144626.51,4543426.193,3667417.838,5717678.833,3547080.394,6402164.22,5197215.281,9948580.399,3162729.084,5067975.048,6848860.146,6111865.653,7235517.823,12469850.95,3454199.257
166288.716,3150488.845,2235916.654,346105.9234,359448.3937,136792.7684,330703.9931,359991.1059,0,0,163381.2592,95911.50308,12244100.47,2900468.052,272387.5072,363621.1254,293035.2166,192533.9255,60130.70906,3642998.799,114884.694,197615.8762,128656.981,2491888.839
95495.88187,1504257.335,6509468.989,3154145.92,1843055.923,1974938.872,129216.7282,316850.347,1021345.734,0,0,1157360.741,3342683.739,645115.7644,1015374.181,581442.8214,58398.92064,15785.26464,327567.5006,4722494.334,145451.4716,384116.3463,1583389.805,597948.2451
353667.0255,3965109.824,3315553.616,501310.1865,540704.8579,394116.4082,337400.8368,2382015.946,392342.2416,442611.9595,450737.597,476220.1672,3394605.844,3444416.85,762192.7677,498109.7519,1591786.69,642590.8486,315457.9627,2947984.214,485469.7066,561087.7372,439117.2476,3433724.511
1231462.329,1184970.518,1770047.573,561832.8529,680743.959,479662.0043,1976359.135,2645609.439,1751834.569,1749030.882,1651929.602,3536401.951,82924.89233,61879.91728,103467.5497,34588.77654,113012.0836,98329.92248,89483.91575,49957.28559,94719.4427,69582.85535,78144.08958,48011.08628
106687.9466,101947.8247,338026.6006,72593.65903,78693.38996,97043.18998,89739.06638,73630.80521,18508.70933,33050.59275,36937.85247,46097.6244,337545.1279,299320.7189,290085.4621,250508.4729,304635.6089,408362.772,223333.82,603862.9883,204371.1375,253751.659,196551.0606,136729.1361
2085971.997,1779455.872,830513.7633,1450120.957,1456373.464,688669.6798,1251525.374,2038084.017,2339585.684,8857418.677,1878842.335,924620.8756,1513799.632,767145.2548,861783.4043,552972.7503,1207218.846,987648.8446,1050942.289,1220571.527,1275601.309,1041144.806,939620.1631,730522.5634
308683.2876,201459.5363,230289.0089,207897.7699,253382.2213,253890.7647,230823.4733,238020.7181,188956.6196,405956.4418,152312.9474,192211.6393,699106.928,328413.118,332512.1962,265963.4204,387746.2378,258537.3163,319288.3869,362408.4192,331493.0025,306099.0821,341030.7494,324143.1075
763820.2771,636612.8732,738278.6896,478035.5294,451516.2949,520127.0012,400631.5817,301355.2877,174986.7201,289498.201,232323.8835,272996.54,464121.7824,818943.5741,649047.4955,787029.5582,711231.9999,695469.9184,804242.8609,1047403.461,669078.3768,757329.1992,673360.5797,578613.0345
65486.88255,234720.2722,575356.9632,95253.12874,79811.84934,58497.54648,93347.83734,68052.57749,42030.80845,10475.33716,61842.9912,49360.5107,131572.2278,226443.5038,151281.6544,111166.9539,230654.3949,121978.0781,129986.6543,552677.5459,150972.5299,118083.1509,87838.79871,200085.2095
3637724.691,3628283.411,4124991.462,3551457.806,2629141.156,3119266.249,3658759.387,2831354.294,2451335.261,3395874.367,3587196.485,2869226.912,3211975.897,4600361.983,4305017.191,4844543.657,4734566.832,5272949.077,4409221.588,4145344.518,3664171.169,4035776.843,3331274.533,3715630.105
429832.0539,1356001.206,1692911.977,1011442.247,842264.013,1008779.192,1561618.359,710855.829,655445.963,380005.9721,642833.2754,775532.8937,1270558.095,1479857.123,1729189.873,1603295.393,1352637.141,581269.1915,1910776.851,3155364.277,1508160.473,2710217.078,1398293.618,2220309.835
1130788.652,2530442.752,4414309.806,1105919.763,816799.4031,874893.7693,823023.6395,334432.5611,2137987.876,2654613.922,2401074.968,511386.8408,966019.5863,2448547.794,1493595.91,2156878.523,1935191.719,1840255.746,2229178.36,5230073.296,2555074.502,1872436.294,2139272.994,2133979.538
197654.7026,750927.1516,1623964.811,486024.6142,374862.6846,479809.4338,578827.4781,362275.7098,226033.3618,168555.6185,188677.2239,306090.7333,154299.7691,752660.2278,515560.0484,564493.8553,389404.3329,320422.5882,1129246.226,1946099.285,838288.6988,1115078.327,813676.4626,1159660.564
83836.52973,150690.2446,611711.922,136244.9509,100796.0308,151671.9728,157710.8735,147688.8436,135413.3916,85766.58282,163346.7343,146308.8113,235461.3776,132675.4311,181986.4466,197925.5195,241843.5976,144745.3971,212878.1659,425164.771,318062.4052,290009.3572,308036.0614,391994.4919
837317.8918,415504.4245,358130.8227,751930.1942,684071.2395,550644.1987,472038.087,411450.2544,455702.5707,520764.6419,592541.5941,851235.2478,2075745.619,1139123.972,596656.259,611320.892,698617.4839,865037.3426,625768.7386,985598.0578,704376.7932,781792.893,759635.9694,666901.1431
11561437.97,1213650.012,1479844.789,11901601.29,6407010.664,5842902.342,15719121.83,494282.436,2593703.733,4108595.125,1418629.529,3967642.862,278640.5545,856922.8389,921504.178,7200104.66,607011.1701,1109795.158,14420467.09,1620449.147,3149029.756,13367086.64,8900588.81,970082.4609
5156593.21,111553.9248,717987.7926,2815995.004,3207732.596,2000132.013,1327571.644,1135728.842,502133.5584,1985155.13,1922620.206,1249768.505,904393.8265,2798487.812,2595217.623,4346697.586,3559285.819,1760526,761583.8398,402078.2972,1247885.171,3824359.625,1490787.377,2625191.318
401957.3294,204414.5898,907543.2371,1178619.01,1062766.077,1468945.74,210477.5975,1106450.204,997237.8475,737516.1197,382961.5746,1134807.351,1290036.145,295227.0079,558469.6476,312612.0385,393832.75,319355.0577,349172.053,1044483.094,165317.071,83886.32773,777022.483,229201.107
3775330.548,246793.4086,556152.751,3993979.194,1881731.005,1954860.024,4599471.429,0,601828.3664,1230373.064,394053.7394,957339.837,20510.19201,215530.4867,224734.4853,2429367.507,241435.6829,351827.132,4538071.613,593091.7137,1020516.047,4695317.33,2998910.579,322797.3392
2843063.963,177527.1554,2419952.588,2977665.868,3417256.353,1833738.967,1762222.494,3397967.622,1397546.304,4034891.34,1912806.11,1609932.8,3320787.859,2876633.42,2228200.763,4376607.178,3864137.28,3257976.737,1315718.791,2034191.798,2444609.456,3122161.823,3096446.152,2355722.801
5119948.248,3440637.326,2829052.179,2153017.493,1836924.752,2308341.935,2108234.679,5881602.36,3382561.815,3364839.816,3328088.948,2962210.43,6935069.778,7850262.116,5491312.395,7798805.798,13109237.62,12326608.57,1945622.185,1644731.089,1588744.973,1054494.584,555711.3706,4543933.287
5868666.047,6254975.86,7803939.833,6515219.201,6791164.859,7495718.384,11464981.7,6189653.243,6943492.257,6680075.01,11423088.78,5795350.41,9369857.62,7283377.388,6741582.841,7644550.615,7415172.262,8839912.72,6373782.308,8349446.954,6321123.401,6048132.744,6029315.049,10397356.45
1502568.368,1787158.618,1483346.968,1272163.791,1349430.09,1408246.482,955457.4521,1282478.638,1157523.842,1227712.586,1197382.37,1681072.008,1650605.02,1290722.484,1578134.135,1273437.667,1321018.32,1321493.688,1226506.565,1332318.878,1592041.178,1441663.574,1490115.102,1425321.167
3036174.037,3218468.996,2026987.831,4395041.06,3688591.8,3526436.268,3597137.746,3588147.362,2881334.609,1969897.545,3941903.232,3855175.687,1149928.927,3549286.723,3641801.715,2173278.78,3377687.286,2069552.846,3232561.442,2318148.174,3003333.531,4053128.63,3888401.737,2857472.53
1914971.255,1780502.346,2010722.118,1191122.025,1327680.324,1779746.819,2046908.758,2361127.539,3142975.249,6431862.037,2413401.434,2145324.83,3200372.053,2512762.036,2732847.812,1876443.931,2782058.513,2154958.814,2888008.302,2516784.31,2720355.914,2050903.475,2292739.345,2769820.095
3007962.172,2238449.759,2317825.565,2862459.855,2160526.57,1594401.32,2745880.238,2257245.47,1842924.654,2050857.774,1676145.821,2158730.055,2534230.235,2834194.311,2363951.204,2385166.934,2736115.265,2516479.446,1973247.052,2110432.946,2219645.396,2238808.286,1600302.282,1992478.388
229050.8694,280323.3509,214604.5343,428855.1809,319972.0446,427797.1161,566696.1548,403974.2434,453808.0604,209124.2442,479973.2236,547499.5012,171533.8308,350202.9801,281741.2416,213844.0522,255527.6661,121038.5633,409323.1053,448472.028,511161.1693,406433.4294,354105.8099,449718.8296
361070.6288,418768.3761,230018.5291,293118.5241,355847.6951,282614.0101,151650.6895,426216.0981,340175.046,226640.1612,184266.5323,525882.7725,327708.0583,450485.8278,415577.9954,258674.0523,415096.9029,312496.5572,452980.2169,353905.2696,426006.9481,488434.638,460536.4254,356405.9671
1755434.033,8818006.263,15713832.47,893599.7435,1935089.849,1259106.023,170797.158,329331.4511,154905.9477,17484.05513,34957.46979,1290480.935,10344655.54,9069419.286,3562440.919,2542527.978,1942221.764,1645300.046,1213729.982,7851451.305,2118010.106,4406149.537,3773413.251,11180693.05
31516980.06,25773596.91,30527578.79,37555615.45,32552749.29,34361028.7,36676423.01,24815449.64,34200910.36,36173707.43,27275116.79,29379503.94,30282734.34,28015817.65,28827637.4,36252679.65,35121775.95,27436759.43,30545356.36,28740278.5,29699225.81,38151440.27,34311977.4,26434646.18
64877430.83,74697400.88,81998602.76,69490645.17,64190663.42,62281312.87,68349101.46,73242685.86,64007164.57,67868932.65,64437887.17,61687410.86,78950192.46,79739491.88,68184578.8,63000617.49,70146899.54,67582722.62,68697143.51,77510511.2,64220923.41,64556859.5,62155466.15,74126404.69
1304592.101,1028249.342,1059132.497,955746.2286,943297.0072,680337.6832,1065914.896,1099546.562,711806.2702,1724364.478,568135.494,973430.5267,1035104.244,1175058.179,1059298.421,956340.5953,1288499.313,1104009.417,1334488.255,1144952.074,1271527.256,1344220.516,1184237.365,881963.4606
649556.7356,649180.3536,674155.7261,716509.0832,639695.6504,816301.0895,1225210.748,670396.4809,592579.1257,1066750.11,860070.9875,870097.7828,901774.9434,927375.9945,608814.3432,741775.9108,390650.1875,1043026.403,907622.0933,744623.5136,747021.1491,743477.8912,993643.9431,836501.8917
901571.7718,1115144.704,1645420.926,791958.526,699714.3217,1149272.952,1212496.449,673377.748,506556.864,289877.4926,443191.9477,539262.0987,797364.2803,1256507.352,1041195.204,1745559.766,1123101.327,1122164.777,1145590.881,1752475.035,1160429.787,1141198.202,1023158.525,1186369.536
171043.1516,521699.806,754117.5622,241389.2837,352785.3653,353062.9774,247507.8693,164142.6713,122581.5769,314748.5467,132315.6948,275841.6366,196601.6964,618077.4875,438772.0285,587582.5872,493539.1108,427476.8198,464015.1934,921350.103,602364.9919,414164.3812,472290.8218,706796.3311
415937.6321,394382.867,591073.6711,579547.9849,566531.4265,416281.4046,557983.9804,418479.7746,378881.5692,355693.7267,423609.5041,214065.6927,397232.8753,521836.553,455154.713,467314.1973,472779.2567,274771.1705,625149.9486,453646.5869,602003.2677,615700.6469,444382.3745,652594.7607
132661850.2,85395206.88,118381978.7,58481911.8,60657450.88,56472083.18,70867444.47,92799125.53,69907933.84,42764591.98,60345325.53,84313307.78,163552431,112679082.9,83556515.95,113891562.6,174507141.9,220518189.2,61848215.82,93264248.65,65351546.94,47489644.29,44601263.93,77116564.18
2395704.784,1428591.364,1376731.799,1559220.766,1373043.713,1949741.361,1304813.668,2644523.494,2187116.975,1949562.992,1847035.064,2476215.875,2884818.383,2909755.279,2916110.717,4022510.947,4182361.192,4902658.896,995178.4237,830966.5677,775730.2369,119906.4017,224612.4971,1756019.683
12241914.34,8810078.142,1286486.151,1302755.229,1889524.183,1551254.639,8001931.24,14602077.75,6972939.555,6286355.47,6520673.121,7697945,4974621.244,9790706.462,972401.5593,7627597.031,8502229.322,10658264.34,786479.268,1604773.391,9613997.576,703916.9465,678348.194,1249620.493
4659522.36,6477682.331,4515347.932,6317585.876,4630916.904,4811444.401,6077450.681,4153149.025,3352159.735,1854299.725,4122560.907,4534721.873,1746795.036,4198401.288,3424340.76,4094001.505,3330568.339,2629094.621,6314788.012,5955190.966,4259755.952,6304307.592,5576662.638,6282518.721
1492478.875,1989621.206,1424141.244,1974666.261,1397149.572,1622691.86,1999222.838,1231774.46,1243421.511,367341.7418,1214292.558,1190718.829,590120.8779,1328653.43,960101.1693,1150421.056,1068397.241,811316.1821,1963933.703,1364650.449,1216737.198,2058484.475,1466530.631,1935773.176
1330143.231,1530636.951,2298650.343,1136464.937,878957.9124,1080767.339,1224139.277,1444206.424,1108535.034,940387.4572,895008.6429,1158128.501,2282414.078,2456993.561,1669520.526,2376407.382,2466704.589,2411770.079,2092190.893,2752738.49,1967297.024,1881207.517,1576243.151,2794014.447
1645058.716,3681738.768,3810210.619,2172533.315,2349510.601,2495072.066,853902.838,1299675.013,1897026.07,1519657.069,1990539.987,495821.8171,2540318.298,3584426.149,1587194.135,2311831.91,1663085.753,1827468.27,2548434.804,2591715.712,2159322.006,2586573.061,3191386.397,2635583.486
5437083.337,9561495.089,9756614.164,2174027.134,10030982.04,2600132.571,19175929.98,14490448.07,9654627.799,8608733.007,5156314.313,30238839.68,346611.8022,139885.0766,95254.47931,58270.57233,112603.1108,59510.59994,57745.07692,1409374.824,0,144938.02,432336.1414,520598.3596
307719.7245,1702131.343,1892499.559,90078.26257,365053.6017,197806.0893,0,29875.19247,0,7102.220879,0,156036.4778,2053424.755,1741443.207,635193.9123,501714.4656,360278.9019,399404.9169,337280.9108,1563006.604,402089.3591,895720.4071,771663.8632,2209310.038
5262215.794,7784333.48,9129463.299,6414151.474,6923415.776,6023266.331,5991159.775,7819092.083,7135988.652,6055276.947,7271176.092,6416340.554,8013624.77,8314103.084,8097721.387,6384477.927,6580013.728,7169954.162,5372995.477,7151289.708,7364247.062,6247941.408,6271232.052,8143590.47
4511108.605,5878503.86,5335630.277,5209313.598,5072604.15,4080214.916,5222428.759,4874080.633,4471665.088,4627453.881,6474588.001,3456019.243,6210278.276,5763101.574,3729791.833,5808902.764,4917031.473,4649345.175,5429307.182,5480024.058,4590074.943,5072258.898,5448725.95,5384536.058
489204.6093,788593.2626,763426.8113,719984.515,540616.0371,850676.9527,334045.5594,356933.0772,318029.0239,188506.4033,334768.8243,534063.8367,0,12099.43746,8281.592135,0,7925.994383,0,8969.586934,73238.88815,7204.306985,22527.91028,8846.817703,20147.71169
1100705.403,585662.1286,781090.931,493973.8098,398882.0588,359279.0181,384319.966,295049.1196,191677.6907,196401.8552,181801.705,245753.9872,846898.6756,498566.4738,497318.8613,569813.0961,685453.74,918382.5086,515651.703,665604.9917,541386.4663,514821.7826,467427.1877,343659.1175
632056.8451,1064246.577,1136864.032,670500.6427,620543.5357,903544.2585,13853169.43,22082923.97,15053026.15,2037120.337,14338897.18,14370273.43,897380.4749,886931.147,749181.8925,787852.1095,1151153.149,735610.0032,482451.8548,972363.5489,881330.2803,859929.285,1203564.823,2332539.731
658269.8382,693972.9358,813205.806,552481.7467,403523.9651,367326.436,3532646.459,2091924.296,4349222.931,788162.0352,6616416.661,1589094.973,1652874.541,1959545.031,1528652.735,2163164.08,2059080.784,2594611.544,1821543.08,2605233.316,1691071.761,1812804.98,3469009.37,5827890.612
98265.79114,359520.9944,752736.1715,117397.178,106628.8723,107098.8493,122885.936,132319.7441,75377.83593,183799.4524,50551.41132,129022.8701,188634.9624,327209.9362,186211.6452,257747.1872,262996.1397,272813.3424,294908.7784,675318.8797,297571.256,209275.0261,232562.6487,309034.1983
1615973.666,4979192.366,13898226.69,2125519.694,2033317.412,2311670.562,2231187.284,2139003.18,1489456.897,1123111.157,1468806.096,1507497.502,3753873.466,4624895.288,3175985.906,3170056.864,3796700.609,3615673.941,3459849.147,14146327.85,3280924.38,3158325.552,2916736.9,6368981.81
4427010.668,5007154.969,4963114.501,5035600.163,3881879.389,4214658.008,5135106.106,3517608.295,3399501.513,3073294.053,3356588.621,3742996.04,3643832.956,4674281.868,4239964.47,3985769.131,4254938.811,3938617.196,5122686.897,5239538.8,4724145.62,5101104.526,4314832.66,6613477.953
1334344.657,1299900.486,1243766.022,937246.3324,735531.8426,1194444.536,976457.5153,964873.0576,1092910.809,426309.6857,828108.3877,1239145.213,732126.5789,3145249.061,3559811.966,2551249.592,3665324.948,2989945.894,2365802.731,2701074.601,2398980.598,2874510.363,3071123.964,2748140.1
20216389.12,12740286.89,18034143.1,8577682.95,8907251.259,8063422.769,10317649.65,13586635.56,10145641.3,6218977.397,9000765.929,12406524.58,24779725.14,16742337.27,12615742.51,17012229.29,26364692.75,33548131.93,9017771.514,13614360.25,9594203.187,7057078.821,6441086.574,11552643.03
146021.4572,270831.0395,403166.8507,255231.6048,203158.3605,242474.0651,261464.7651,160115.394,134317.2623,90518.46261,75902.70035,113544.4748,22294.3474,268378.4013,238543.4146,252737.2819,130075.2438,158907.1237,455053.4358,492081.4306,295664.6151,408109.6014,329720.2415,390428.7087
4620910.717,3302098.74,2399997.888,4292337.533,3815588.535,2905632.047,2519250.622,2207626.95,1661638.064,1590135.113,2539772.329,3730795.342,12919955.52,4601929.642,5440902.565,4854805.367,5267519.78,5945461.902,4450262.218,5282713.874,5157898.571,4498117.768,3973091.542,5085204.31
1532940.854,2099062.34,1661229.588,2118658.228,1424785.979,1651612.698,1877366.896,1052488.105,1355847.484,471386.9967,1439264.847,1285180.8,494239.3706,1367637.676,1058038.61,1222261.286,1178372.703,807840.7582,1748768.683,2107130.793,1397385.163,2004216.25,1718037.538,2050683.97
512998.5512,696523.9084,492136.3529,752677.8512,386725.4188,614227.6085,499471.3936,388551.7347,568781.9005,160733.7555,618108.9106,398532.956,133052.0451,376827.3622,329798.4127,422700.0545,307896.4132,277486.8447,666033.2602,630783.0182,367041.0108,748348.3634,654865.8606,683950.8849
525319.1899,178343.3448,309536.1769,128049.8065,114368.5967,126375.8953,158804.7359,196890.6223,115545.9569,389266.0308,95460.84892,134941.1577,251323.555,373383.8663,205570.0872,384247.7342,341300.0772,310055.0826,264004.1652,391995.3781,291661.6023,251402.7867,190084.4442,498383.7299
195150.7017,486085.6131,576094.2172,401397.1969,193378.6582,213971.7568,106133.3798,0,30439.16233,0,98971.47566,42190.83123,53524.62553,416204.2004,124161.8905,225874.298,145694.0386,83374.41531,534598.8827,644363.3883,276460.6116,420058.2614,420730.3481,686922.4555
9452416.609,10250657.27,12824373.31,10840755.07,10580124.53,11838983.33,12820929.75,10501320.61,11687174.55,10308436.92,13053139.37,9258268.833,14265876.37,11438250.24,10652383.41,11603092.4,10471921.42,13937426.66,10506293.19,13678483.11,10233966.18,10518356.98,10021767.66,10903188.92
1782194.325,2326564.515,1300544.345,2606158.677,2302603.814,2208576.064,2649454.363,1615243.835,1724962.925,980633.8163,2312285.487,2166686.986,402406.3446,1864408.83,1897412.542,1259878.718,1759650.671,922199.0214,2105107.739,1616745.126,1787106.959,2446907.981,1674116.537,1494208.606
3595573.808,4285945.662,4551263.633,3989888.343,4619728.156,4294006.458,4056773.671,5114799.49,4886377.55,3575368.435,5497191.388,4583130.702,3350840.533,3478848.733,3394421.502,3605519.484,2923722.93,2957201.574,3175181.809,4482890.423,4327291.242,3708962.016,4095956.984,3635523.538
140581.3912,0,15632.78701,65009.79264,17681.71072,50927.51897,710647.2734,781528.6781,393692.2551,1063731.861,435357.415,451517.8602,1133153.431,1940387.262,2051959.373,1837796.69,2064508.662,2093464.385,985981.6969,895746.3885,1491394.302,884271.4677,910727.6686,1576039.256
611808.5414,1160819.684,1243238.298,0,1443996.182,127107.4013,2654190.983,1896141.109,1151728.639,1101991.145,479095.4203,4683810.791,0,0,0,0,0,0,0,0,0,0,0,0
152168.4078,377595.4588,207821.2355,11505.94548,10830.67587,20075.28886,0,0,0,0,10234.53726,0,408885.316,357321.1986,304551.5875,117739.7051,401676.6676,217338.9904,322408.6382,672011.1388,718415.6902,351058.7673,364188.8901,595305.5472
284870.7165,746265.5141,767752.1055,361674.7685,237254.9992,174501.4688,172462.2638,384494.3712,180787.6803,209425.3977,217902.9762,149720.6665,962979.431,841734.7926,319628.3004,290282.9524,401733.4029,267671.5157,298850.8878,753423.8553,352764.7177,293863.5059,265924.2428,799123.0297
15648273.67,20077752.46,20396448.57,19782037.99,17104769.11,17454121.78,18262848.54,15954138.26,17406443.39,19894678.54,16244498.54,15764327.51,21177454.02,19261455.73,17582821.04,21432926.89,14861443.43,16452513.29,16563102.58,20263551.87,19663280.95,18936180.73,16635133.96,19519158.24
